0,141
1,139
2,136
3,132
4,136
5,133
6,129
7,130
8,129
9,118
10,118
11,122
12,122
13,123
14,121
15,119
16,127
17,127
18,133
19,143
20,164
21,168
22,191
23,198
24,218
25,221
26,236
27,237
28,246
29,263
30,267
31,275
32,271
33,275
34,279
35,281
36,280
37,281
38,279
39,274
40,276
41,276
42,274
43,271
44,272
45,273
46,273
47,276
48,272
49,272
50,273
51,274
52,272
53,275
54,273
55,275
56,272
57,270
58,270
59,270
60,271
61,269
62,272
63,272
64,272
65,273
66,274
67,275
68,274
69,275
70,274
71,275
72,275
73,274
74,272
75,272
76,274
77,272
78,273
79,272
80,273
81,275
82,273
83,271
84,271
85,275
86,275
87,274
88,276
89,277
90,276
91,275
92,277
93,276
94,276
95,274
96,277
97,279
98,277
99,279
100,277
101,279
102,279
103,280
104,281
105,283
106,287
107,293
108,295
109,300
110,308
111,309
112,318
113,320
114,320
115,320
116,322
117,320
118,314
119,313
120,310
121,305
122,302
123,296
124,295
125,293
126,292
127,288
128,289
129,287
130,283
131,279
132,280
133,278
134,274
135,271
136,269
137,266
138,262
139,259
140,258
141,254
142,252
143,251
144,252
145,251
146,248
147,246
148,242
149,242
150,241
151,241
152,242
153,245
154,244
155,245
156,243
157,244
158,244
159,239
160,241
161,239
162,244
163,247
164,248
165,251
166,256
167,258
168,264
169,274
170,282
171,296
172,321
173,351
174,366
175,371
176,374
177,380
178,378
179,378
180,380
stop
